customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,payment_sequential,payment_type,payment_installments,payment_value,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
1c91f8d50340522dd6601237ad13afff,78500,colider,MT,be2463c66944514bb175f7a519a72cd7,delivered,07/02/2018 19:01,07/02/2018 19:15,20/02/2018 13:59,02/03/2018 19:48,29/03/2018 00:00,1,credit_card,1,160.18,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,21/02/2018 18:15,116.99,43.19,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
b428f59c73c1bbeb3584744b4570654b,3728,sao paulo,SP,7ebc5c60f532934ce55b3025203ebe5b,delivered,24/06/2017 08:59,27/06/2017 03:45,29/06/2017 17:37,03/07/2017 14:27,17/07/2017 00:00,1,ticket,1,148.45,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,11/07/2017 03:45,124.99,23.46,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
c71792e0cbb396e0a77258f474d971ab,30672,belo horizonte,MG,66573bb355bdba7b6df55fba794b800d,delivered,15/10/2017 10:30,15/10/2017 10:49,24/10/2017 22:23,28/10/2017 17:24,09/11/2017 00:00,1,credit_card,1,141.14,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,25/10/2017 10:49,112.99,28.15,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
7dd466ce70871be5aba0ea1a43df6021,40230,salvador,BA,ff7400d904161b62b6e830b3988f5cbd,delivered,27/03/2018 15:37,27/03/2018 15:51,11/04/2018 01:05,25/04/2018 16:32,07/05/2018 00:00,1,credit_card,1,54.96,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,10/04/2018 15:51,116.99,37.97,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
7dd466ce70871be5aba0ea1a43df6021,40230,salvador,BA,ff7400d904161b62b6e830b3988f5cbd,delivered,27/03/2018 15:37,27/03/2018 15:51,11/04/2018 01:05,25/04/2018 16:32,07/05/2018 00:00,2,voucher,1,100.0,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,10/04/2018 15:51,116.99,37.97,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
35c0fa6f2e6bbb3576e725d22e1066b8,23585,rio de janeiro,RJ,edc9338008f2e9017f842a8bcad3af94,delivered,28/04/2017 16:55,28/04/2017 17:10,12/05/2017 10:54,16/05/2017 16:04,01/06/2017 00:00,1,voucher,1,140.03,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,15/05/2017 17:10,124.99,15.04,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
14803be716853016918954f7ef189abd,29900,linhares,ES,6ee77fd090a49ec9c4e15bd1a94e100e,delivered,23/03/2017 17:44,25/03/2017 02:15,07/04/2017 15:15,12/04/2017 12:39,26/04/2017 00:00,1,ticket,1,143.58,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,06/04/2017 02:15,126.99,16.59,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
5fff3ec8fc85df5fe57190fd9b6543ed,86975,mandaguari,PR,166029aa4dc1bed21f0d50ebdb4ef286,delivered,02/04/2018 09:09,02/04/2018 09:28,16/04/2018 14:02,20/04/2018 14:26,10/05/2018 00:00,1,credit_card,10,870.35,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,16/04/2018 09:28,116.99,57.08,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
5fff3ec8fc85df5fe57190fd9b6543ed,86975,mandaguari,PR,166029aa4dc1bed21f0d50ebdb4ef286,delivered,02/04/2018 09:09,02/04/2018 09:28,16/04/2018 14:02,20/04/2018 14:26,10/05/2018 00:00,1,credit_card,10,870.35,2,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,16/04/2018 09:28,116.99,57.08,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
5fff3ec8fc85df5fe57190fd9b6543ed,86975,mandaguari,PR,166029aa4dc1bed21f0d50ebdb4ef286,delivered,02/04/2018 09:09,02/04/2018 09:28,16/04/2018 14:02,20/04/2018 14:26,10/05/2018 00:00,1,credit_card,10,870.35,3,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,16/04/2018 09:28,116.99,57.08,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
5fff3ec8fc85df5fe57190fd9b6543ed,86975,mandaguari,PR,166029aa4dc1bed21f0d50ebdb4ef286,delivered,02/04/2018 09:09,02/04/2018 09:28,16/04/2018 14:02,20/04/2018 14:26,10/05/2018 00:00,1,credit_card,10,870.35,4,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,16/04/2018 09:28,116.99,57.08,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
5fff3ec8fc85df5fe57190fd9b6543ed,86975,mandaguari,PR,166029aa4dc1bed21f0d50ebdb4ef286,delivered,02/04/2018 09:09,02/04/2018 09:28,16/04/2018 14:02,20/04/2018 14:26,10/05/2018 00:00,1,credit_card,10,870.35,5,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,16/04/2018 09:28,116.99,57.08,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
7fcf7dc77013a88b9eef97c288b3eb8d,11701,praia grande,SP,4819cd593b17ce6f5757d395b2597a9d,delivered,02/06/2017 11:06,02/06/2017 11:23,08/06/2017 14:58,14/06/2017 15:35,22/06/2017 00:00,1,credit_card,5,143.58,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,14/06/2017 11:23,124.99,18.59,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
aaad33c5051196b5e73c7d65b9072e1d,37137,alfenas,MG,3c75044db750a89606612ed286713eb8,delivered,13/03/2018 20:11,13/03/2018 20:49,27/03/2018 16:06,03/04/2018 02:42,19/04/2018 00:00,2,voucher,1,100.0,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,27/03/2018 20:31,116.99,57.08,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
aaad33c5051196b5e73c7d65b9072e1d,37137,alfenas,MG,3c75044db750a89606612ed286713eb8,delivered,13/03/2018 20:11,13/03/2018 20:49,27/03/2018 16:06,03/04/2018 02:42,19/04/2018 00:00,1,credit_card,7,74.07,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,27/03/2018 20:31,116.99,57.08,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
52d8a619dff23c2985434b25e9862ff8,18609,botucatu,SP,cec04b13070b06e2f7326de94287d60d,delivered,24/04/2017 12:16,25/04/2017 06:35,15/05/2017 15:45,22/05/2017 17:36,19/05/2017 00:00,1,ticket,1,136.47,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,10/05/2017 06:35,124.99,11.48,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
fa516425f2667bd8a5a409f9112e663d,88032,florianopolis,SC,0e42d2ebc62a8ba6900096d9af8565a9,delivered,25/06/2017 23:20,25/06/2017 23:30,29/06/2017 17:37,05/07/2017 11:04,26/07/2017 00:00,1,credit_card,3,164.79,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,09/07/2017 23:30,124.99,39.8,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
75fd60b26fd8ec7f00dff3a5dede2c77,39120,gouveia,MG,f964282723f7e8deef2e3054f5f790d4,delivered,23/03/2018 17:45,23/03/2018 17:55,10/04/2018 02:03,17/04/2018 17:44,02/05/2018 00:00,1,credit_card,5,451.13,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,06/04/2018 17:55,116.99,80.75,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
661ada8f1f0f348790c6b9ce57d51f55,17521,marilia,SP,6b5c76c2c9615b42e0c2b7efb11b60d7,delivered,03/04/2018 21:24,03/04/2018 21:35,17/04/2018 22:38,24/04/2018 21:14,27/04/2018 00:00,1,credit_card,2,140.53,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,17/04/2018 21:35,116.99,23.54,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
46587168f28103639ae8249f19b53043,13058,campinas,SP,127db093fee728a76262a027b66556aa,delivered,21/05/2017 16:31,21/05/2017 16:42,29/05/2017 10:42,03/06/2017 09:58,08/06/2017 00:00,1,credit_card,3,143.58,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,31/05/2017 16:42,124.99,18.59,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
452fab1c62b178922fc011b0eb89c1b9,47800,barreiras,BA,a4866dfc455353f48014a2b9a86608a2,delivered,11/01/2018 16:47,11/01/2018 16:55,26/01/2018 13:27,14/02/2018 13:09,01/03/2018 00:00,1,ticket,1,340.5,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,25/01/2018 16:55,126.99,43.26,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
452fab1c62b178922fc011b0eb89c1b9,47800,barreiras,BA,a4866dfc455353f48014a2b9a86608a2,delivered,11/01/2018 16:47,11/01/2018 16:55,26/01/2018 13:27,14/02/2018 13:09,01/03/2018 00:00,1,ticket,1,340.5,2,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,25/01/2018 16:55,126.99,43.26,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
613259d64ba972e49dc25b019b7918c3,6414,barueri,SP,03afb3c10af52ddfa3c33b9881bf43f8,delivered,07/12/2017 16:41,07/12/2017 16:51,15/12/2017 13:04,18/12/2017 18:10,09/01/2018 00:00,1,credit_card,2,131.5,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,19/12/2017 16:51,112.99,18.51,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
c666e59a2d3ced923880461526113d38,4247,sao paulo,SP,64a9f2b487f66506d463ca18152280e8,delivered,24/02/2018 08:45,24/02/2018 09:47,01/03/2018 21:38,02/03/2018 21:51,27/03/2018 00:00,1,credit_card,13,135.52,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,09/03/2018 09:47,116.99,18.53,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
b52b8debdefe66d4c0d7f44d9b4ff088,28950,armacao dos buzios,RJ,54d6f9d8f56229d3da815add65ec2408,delivered,22/03/2018 10:58,22/03/2018 11:15,05/04/2018 20:07,21/05/2018 17:52,30/04/2018 00:00,1,credit_card,2,348.14,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,05/04/2018 11:15,116.99,57.08,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
b52b8debdefe66d4c0d7f44d9b4ff088,28950,armacao dos buzios,RJ,54d6f9d8f56229d3da815add65ec2408,delivered,22/03/2018 10:58,22/03/2018 11:15,05/04/2018 20:07,21/05/2018 17:52,30/04/2018 00:00,1,credit_card,2,348.14,2,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,05/04/2018 11:15,116.99,57.08,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
1ad20cb261e24038bc33ebaca6ddad62,28390,porciuncula,RJ,8c21fe1b9ec8e9872ce5c040ee40fd3e,delivered,08/05/2017 14:55,08/05/2017 15:05,19/05/2017 19:48,30/05/2017 16:14,08/06/2017 00:00,1,credit_card,6,140.61,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,22/05/2017 15:05,124.99,15.62,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
ca9522ba7a7c70fc06b2a82471681ce4,8566,poa,SP,0ecd7312b4a222a3a86590e46f1c2b90,delivered,26/07/2017 20:50,26/07/2017 21:05,03/08/2017 21:43,05/08/2017 13:37,14/08/2017 00:00,1,credit_card,8,286.82,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,07/08/2017 21:05,119.99,23.42,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
ca9522ba7a7c70fc06b2a82471681ce4,8566,poa,SP,0ecd7312b4a222a3a86590e46f1c2b90,delivered,26/07/2017 20:50,26/07/2017 21:05,03/08/2017 21:43,05/08/2017 13:37,14/08/2017 00:00,1,credit_card,8,286.82,2,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,07/08/2017 21:05,119.99,23.42,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
dff712b02bbaed94147ee35e29296897,88115,sao jose,SC,5df16667b4591b93ff7b1930d8b7da36,delivered,17/06/2017 14:44,18/06/2017 07:42,23/06/2017 11:15,08/07/2017 12:21,19/07/2017 00:00,1,credit_card,1,153.22,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,30/06/2017 07:42,124.99,28.23,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
5f422502464dac44a0a981f29ec64043,79321,corumba,MS,2c909dcd674aa5bc39eb0841b7b8484b,delivered,02/10/2017 17:39,02/10/2017 17:49,06/10/2017 23:38,18/10/2017 21:53,03/11/2017 00:00,1,credit_card,4,154.19,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,13/10/2017 17:49,119.99,34.2,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
e8198977f57313464a8c3fd122c40050,26070,nova iguacu,RJ,24437ca1637e1b4d98a85138eeaae838,delivered,29/01/2018 21:04,29/01/2018 21:15,15/02/2018 04:25,22/02/2018 22:09,12/03/2018 00:00,1,credit_card,1,275.16,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,12/02/2018 21:15,106.99,30.59,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
e8198977f57313464a8c3fd122c40050,26070,nova iguacu,RJ,24437ca1637e1b4d98a85138eeaae838,delivered,29/01/2018 21:04,29/01/2018 21:15,15/02/2018 04:25,22/02/2018 22:09,12/03/2018 00:00,1,credit_card,1,275.16,2,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,12/02/2018 21:15,106.99,30.59,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
1985ee4e25eee7fc657c6052e733c3d3,11060,santos,SP,e48f28e15158bd10b02972eae44c8e7e,delivered,09/05/2017 12:33,09/05/2017 13:10,19/05/2017 19:32,23/05/2017 08:47,25/05/2017 00:00,1,credit_card,1,287.16,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,23/05/2017 13:10,124.99,18.59,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
1985ee4e25eee7fc657c6052e733c3d3,11060,santos,SP,e48f28e15158bd10b02972eae44c8e7e,delivered,09/05/2017 12:33,09/05/2017 13:10,19/05/2017 19:32,23/05/2017 08:47,25/05/2017 00:00,1,credit_card,1,287.16,2,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,23/05/2017 13:10,124.99,18.59,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
236655441ae8dd4485fd328d918186fa,48020,alagoinhas,BA,01db310c16db46c62c3d4e0857990f32,delivered,13/02/2017 16:22,15/02/2017 02:43,21/02/2017 08:34,13/03/2017 11:14,29/03/2017 00:00,1,ticket,1,141.28,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,22/02/2017 15:22,119.99,21.29,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
5bd86f8bd79bd3de2c99a5af1699b6a1,29620,itarana,ES,626434e11c37535d5f24e9d844249b55,delivered,03/04/2018 17:25,05/04/2018 02:15,18/04/2018 22:38,27/04/2018 14:37,03/05/2018 00:00,1,ticket,1,522.21,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,19/04/2018 02:15,116.99,57.08,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
5bd86f8bd79bd3de2c99a5af1699b6a1,29620,itarana,ES,626434e11c37535d5f24e9d844249b55,delivered,03/04/2018 17:25,05/04/2018 02:15,18/04/2018 22:38,27/04/2018 14:37,03/05/2018 00:00,1,ticket,1,522.21,2,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,19/04/2018 02:15,116.99,57.08,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
5bd86f8bd79bd3de2c99a5af1699b6a1,29620,itarana,ES,626434e11c37535d5f24e9d844249b55,delivered,03/04/2018 17:25,05/04/2018 02:15,18/04/2018 22:38,27/04/2018 14:37,03/05/2018 00:00,1,ticket,1,522.21,3,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,19/04/2018 02:15,116.99,57.08,furniture_office,41,1141,1,8683.0,54.0,64.0,31.0
