review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
890ec1767be8eb104877db6d68eaade5,b3271f5ebce80cbecb67c5b88487a44a,5,,"Great seller arrived ahead of schedule, I loved the product",42868,42869.12314
7d9ac3e98adc0c8ad579e6a2257d79f9,dfa48852c93427261c98fb2e01f33bea,5,,Smooth and efficient purchasing process.,43214,43215.6674
c41bd21983e298a240410ebb391bf075,9562b424b05978a493db2a5122ecab1f,5,,I hope it lasts as it is made of fur.,42874,42876.12818
e233e51d11511bf30e568c76360ace52,548df2c6e5f089574614894bca78acf5,1,,"I only received 1 Midea Split ESTILO control.
Consul Air Conditioning Remote Control Missing",43128,43135.46267
3d94fd645cdaacc8c9f0dc0a2a1f5166,4d483bf690ca21bdc005df9b623673c7,5,,good,42815,42816.04084
500c05500aa275953129f49799ee5c73,8a9424899aac432d80d8e580932b5ee9,5,Very beautiful,Very beautiful,43306,43306.90095
6a0969d0769d2f3ff6438809a1cc455e,32638fbca8d1a197e649fd5138e12049,5,,"Everything went as planned and delivery was made ahead of schedule.
 I am satisfied",42888,42889.55008
8a64945e89526e68bc16383391590232,71960e6af960919256a958a3633e1040,5,,"I loved it, it was beautiful, very delicate, I loved it",43208,43208.93802
c0dbf9a325d2a2fece43873be47191e1,b324f4270850cbba23533b9a9d3434a9,4,,"Great store for partnership: very fast, well packaged and quality products! Only the shipping cost was a bit sour.",43194,43196.65531
109b5ce2dd11bb8460eff3b86da6fefc,25362fbf6aac4b01a28dee1e076acc26,5,Great Product!,I recommend the seller...,43329,43329.90773
6d06808638ec0701bccd70bc8d462c28,97d2f8fe76f2f253b8291e17b5383884,1,,"The product did not arrive within the stipulated deadline and caused inconvenience, because I planned my son's vacation trip based on the deadline. I live in Bahia and he lives in CuiabÃ¡ alone. Now the house is empty.",42713,42723.59078
750d4311e8ddb6cba549ee86f06f0cca,4b32a4cdfc1b80066a8ee3a4b7a2094f,5,,"Product delivered as requested, and very quickly. Congratulations!",42956,42956.5026
8b230a1373c6dc4bd867099fda1d7039,071251fe3b3493294536f03737a8a679,3,,I bought two units and only received one and now what do I do?,43048,43049.44348
cb2fc3e5711b5ae85e0491ee18af63ed,34e6d418f368f8079ae152bc178bc66a,3,,"Good product, but what came to me does not match the photo in the advertisement.",43131,43131.97872
60c714ed14cef913944a3147094a4742,9ac05114800f02bfaa783bd76842dbe2,1,,"Very inferior product, poorly finished.",43284,43286.79435
c45811d9f90e22a81155b3a1e4a5c2e8,491f193fc52075598871cfe6f19976d4,5,I ALWAYS RECOMMEND!!,The canine patrol backpack kit is beautiful!! My grandson will love it!! Thanks!!,43270,43270.73895
e29ab4a671400c41322e4855de633c6a,17b296b73ebefd6213299342b09f097f,5,,Wonder,42956,42958.97831
0bd4dcc4f6c4621baf37f73495cad8c4,a11cd01ac67beef7e8bf09740d8a35c1,3,,Delivery on time,42817,42817.88907
888f11883ff85fa5c07e6ae1192d85c4,248907ae8054cb8e93d5aa44857779b4,5,,Fulfilled what was promised when purchasing and delivered on time.,43104,43105.97917
65dfeb60c40e3cbb0a1838285d86f885,a2714ecbf6eeb3bb9cd7dba6dc1c5e82,1,,I asked for a refund and no response yet.,43167,43167.51914
50a1eaa2f96d6f3e02d0cd68d92bab75,4a7cf245701068d38d441791b735e4bd,5,***** I recommend,Super fast.,43230,43231.13112
436f71c9cc0c1aab7f51dc0cd0820516,c676e726f8a14a9527b41b9dc50ca1bc,5,,Satisfied,43061,43061.61505
97d4feff1fd7129bee6cde095b9dac2a,b4039fffc67d7a5a75a3ba881d75e402,5,,"Congratulations... it always arrives well in advance...

Thank you very much....",42910,42915.57524
1692078634b63c7f25aa90ee746ec498,5bc4e94aef2841f392fb6fe7ceef69b6,5,EXCELLENT,OK I RECOMMEND,43243,43248.53385
ff722b4c68783a4459a3adb9bb4e1d0d,b8702f50a689621ab21ef200b55a5b8d,3,,"Product arrived, but my PC was unable to recognize the USB ports.",43116,43118.97603
8055e963f26f70c406ca517b2c2848e6,9218ec94cd0d96e4c3e6b8c1504aa8dc,5,,"Very good quality product, arrived before the promised deadline",43086,43088.73053
ae728c1061bf163b4bd256ad9ee0bb83,45c780334bc32cb77559a65c5f171160,1,,"This was the request
Bucket with 128 Pieces - Building Blocks 2 units - R$ 25.00 each (NOT DELIVERED)
Sold and delivered targaryen
Eva Rug No. Letters 36 Pieces Children 1 unit - R$ 35.90 (THIS WAS DELIVERED",43104,43110.41177
41926e45719f9b923357ea3bb222195f,1601df22ba2f78168443e6f729e74868,5,,"Very fast delivery
Congratulations",42976,42976.87918
72730619a00e0ecdecf0a4ff862d8996,af76a45a10524549102e010f2bd9d3cd,1,,I bought three packages of five sheets each of transfer paper for dark fabric and only received two,43046,43047.91317
c5d83c2523ef15209c8faf5133a7bafb,7eba0b6b5cb480d65416e26e2528d250,4,,"There was only one product missing, I received it today, thank you very much!
All very well!

Att

Elenice.",43085,43088.97311
766fc608e4f2683020fb0a121d9db23e,77fc7da5ef4df2c48276ae832072dcf1,5,,"The thermal bag, besides being beautiful, is super spacious. Product as advertised and super fast delivery, delivered well ahead of schedule.",43110,43111.32442
5c37d7ba6ef2f031c34bb4fda3454018,bbd1b9ebbc5a09d51caaa2d10e0f93b5,2,,It took longer for delivery,43086,43086.50987
83414f98136ce687f7eb69e555b2519c,36e05888e17fa68e55b13477d9b53d3e,5,,super fast delivery....arrived before the date...,43032,43033.81733
46d8249ea59101c7288936c3e6f155d7,f25ddb6cd62d720a5d91fff80467930a,3,Delivery delayed,The delivery was divided into two. There was no communication from the store. I thought they had only sent part of the product.,43120,43235.03157
346317f9aff540395fe46893611854f8,546ffb713086001ce9f0009158f88b73,1,,"Doesn't work, doesn't sync",42995,42996.98606
2685a4800004a12ec09d27264ff1915f,5c973d2b4652e1dec15353b59339f3b4,5,,I recommend it to all customers,42665,42669.74119
c422274e50e900b46fee429016c5458d,950bb159eea525ff8947b92c93b02f8e,3,,I liked,43002,43003.59025
3f6d9482c57cdb5fc7012f7b9b5ed4c5,2a3251c95a3d5c57ed230021faa588a0,5,,EXCELLENT,43209,43212.51792
a55012f5c7e74353e92986be15d133b6,54b73f808b0ff25da4276773c30ac269,5,,"I really liked the bath set. The flowery print, the embroidery, everything was very beautiful. Great product.",42889,42890.09925
487f8ff16eaf366dc7c01652202048c3,d5ba80d74b52c335ae36398d6159e6ee,1,,"Only one piece arrived, but the invoice and warranty state the two pieces of jewelry.",42969,42969.98973
ef8ae544c432bb1053ba5990bd0d6227,e18ebd6286697a3f0f6fe267d8286cb2,1,,I DID NOT RECEIVE THE PRODUCT AND IT SHOWS IN THE SYSTEM THAT I RECEIVED IT IN ADDITION TO PAYING EXPENSIVE SHIPPING,43112,43113.02001
aaab917291fea34988b9a0cb60e0716f,560f7585b57fcc9579460fa21c0d8ec1,1,,"I bought the watch, unisex and they sent a women's watch, much smaller than the specifications in the advertisement.",43195,43196.46272
3f73914ab5fc1cd68ad6757c93644349,3144812170fbb0c3b71bbd757609f605,5,,I always buy from Lannister. For me it is the best online store,43173,43176.43487
e2fd85e5df711bd91e6e96e13c741843,c9645496b715730a1a5d07eb97a6bf6b,5,,Excellent quality product,42766,42767.70612
42ae74a43661be8587b2e2db054179db,0a187dd7f4efe70e8c3b6e3779b3b133,5,,Great value for money,42992,42993.59391
d8f61c7fcd172785563a65cd65a8cea8,cf34fe44babb9fd001a001acfa43cabf,5,,OK,43058,43061.81573
79927442ebcbf70b2021e1339bb9a51b,1c8898140458c37fbbf0be37d47193b9,5,very good,I liked the attention to delivery,43217,43220.33668
14613df954694f243dedeaa2c8a3a5c2,1e91914c9706a5d4665b8c5a6294b107,4,4,"If it had been glass it would have broken; It came in the box without any protection inside, the box was very dented. Sorry.. but I like buying from you
.",43235,43236.9874
5f938e5f5f2e9a75710b54feeb9ea610,d9ff0185a300435402f043124f530274,1,Average,The item did not fit,43231,43234.58894
d7ea05bb4f9c77d606fd90b1a27e317d,bb5b0d8f3e9c964760c674f2aa2ae0cf,1,,"I purchased the product on February 25th and today, March 29th, it had not been delivered to my home. I don't know if the post office in Brazil is terrible or if it was the store itself that took so long to post.",43188,43188.96803
185cb85ede91009d7a8e685687c037ee,2e5dc86c8c4aa663549caf5e31de840d,1,,"I made my purchase 30 days ago and I still haven't received my product.
Need to improve delivery",42831,42834.7675
0c9b6ca9b3beaf0fd5d621f63844ea01,cadd4c5765abf658117f2cc7e2a639c2,5,delivery time,"I hope to receive it this week, which wouldn't be so extravagant, however... any more delay than that would make me give up on baratheon.",43338,43341.11691
c399eafa15aafaecdd1d9008f5b34ed6,3081ddf6e7c6afa4e4124e7882486fcd,5,,"Delivered on time, I was happy with the purchase I made",42909,42910.04088
8ef36616bef00398b6e413c124f436c8,6925682cc441a2514cd15f7f17ece7b2,5,,Beautiful watch I loved it,42886,42887.05641
57e994485c2ebd293e4fa9cd62e5bb96,201691efe89d4d71f36e5ea279a8759a,3,,"I bought two pendant chandeliers with my Targaryen partner and they only sent me one chandelier. I filed a complaint, but I haven't received a response yet. I await a solution from Lannister Stores.",43173,43175.8515
59d95e0b5b52d038dc3a022b7c912969,fc8c2e8bc069aea361c41c313464993c,5,Super product,Very good high quality!,43285,43286.03913
a0adf7a439816b22050d6bf433cbbff6,15c8f741c0b7deafafea8af0f7bb6852,5,,"Beautiful product, delivered well packed and on time. I recommend!",43200,43203.46171
93fbbe62dcf6ffac99be013a1c68eb52,935f0d2ac8ce7ce29f5712d2637ddb33,5,,Very good,43151,43152.40448
c40a6b6e0181e5ec0d12cbc2e12c49d3,f3468d6a2c7586711e9952242898aad4,1,lack of product and breakage,1 product was missing and 1 of the ones I received was broken,43243,43243.93264
5241fcad10d7b45a1761f1e1e1536faa,0bcbcc3e0a09b3f6a9495de35f452616,5,I highly recommend,"It arrived on time and the product is of excellent quality! My back pain is gone, I'm sleeping great!",43288,43290.75853
06f47dacd0575e592bf6a17e922ce6cd,82348f1b5f24ac795fa9320e02c49553,1,not yet received,here it is described as delivered but so far I have not received it,43279,43280.69081
d36219dfadc3a5b07ab66670d23915ad,22613579f7d11cc59c4347526fc3c79e,5,,"I think tracking the product should be better and more accurate, but overall it was a great experience",42662,42663.52846
5230dc021b8ce3fe53ed728af873a6d1,fc850201b579f014488f1cca40aaa06d,5,,I haven't had the chance to test it yet,43062,43064.70822
4656b8ed41c17f6be05e911e211ecd8f,7bdfa70c4049e7319a3182997e27cb95,3,I recommend,I started using it now,43228,43230.58145
8ef0597f9b1870cf46c81358425f0e24,d451da9b109e1786f303924d04ed72a1,5,,Nothing to declare,42875,42877.47428
6b341682ab39af9fa00d72d7388c903b,fd65651f855608ad1aa52ff4a741c31a,3,Note3,Buy a product that is correct on the cover but the inside is different.???????,43230,43231.05241
e4f0765c572989acb3d2d17c911ccce4,4b661d524b6f0788746514fb6f7ad3fa,3,,Super fast delivery,43082,43082.69166
557ae9c16a8ea3909db2fc5a01bc5151,287b045cfe9ba0ed08308efc06c366ae,3,Thriller,"I placed an order for 4 bottles of olive oil. 2 arrived in one day and the other 2 almost 48 hours later. Contact with the store was very difficult, both via email and by phone. The suspense is over but I won't buy there anymore",43244,43245.516
5939898b5d2ac05454b2fe1aeecaad19,ff37040ee7efbb9709c2b4389c4c0fc4,5,,"The product arrived very quickly and was of good quality, I recommend the product",43168,43171.43906
cde97e23deec3aa11e838402378706ee,512ba2efae3409f37660ce26199b32aa,1,,"I can't! I'm waiting for the product I bought to arrive! As soon as that happens, I'll have my opinion formed!",43091,43091.5142
3ff8285931cc9b54c9ad22ba78957f63,e6b23db78d4473c921fb9315e04b5c0f,1,,I bought two products and only received one. I sent two emails to the store and received no response. I'm dissatisfied.,42869,42874.44337
fdb0e5a14fb6456e28ce7b3b054b8843,eccb333547035c917db4396ff94c3182,3,,"I would not recommend this store nor do I intend to buy from it again. The merchandise was delivered after the deadline and almost 1 month after purchase. On the Lannister website, they usually arrive before the deadline. I was very surprised",43147,43148.89931
7914fa319f12631679d1704d7dcd17df,06ecfa8dfae87263e05d953aa561603d,5,Top,I recommend,43334,43335.07741
deb6f26fd2c11c556bc9245fd9203469,997cd0cc21c4cc23cf4b07c4f53834db,4,,It met my expectations.,43155,43156.45978
6591adaa3a855d13090d5fd151ad96c2,b3e8f5b15b942cacd19dba17d7179867,5,,Delivery ahead of schedule. Very practical and easy to use product.,42978,42979.10992
c4a20a1d2d634f814cca9311edd60e99,1a558554b7f10eba1ffdd56ce469df63,5,,"Great product, it just didn't come with a manual, but no problems.",43211,43214.60182
81e7291e2f92b492eb0340f4406c6897,93720f5a467d2edd5e84e209e8a9a4f6,4,,"One of the pieces didn't fit, it was a different diameter. I had to saw and hammer to get it to fit and fit.
Otherwise, everything is ok.",43209,43212.69171
eb6d75bedecae7b3dbea11b8530637d8,00b9e0f8f588d0406a3de447eb606970,5,,Excellent product.,43148,43150.68065
593f9b33c3a4c74e37b7b7c49f0cedc4,268762d6a983092f8632e379836806eb,5,,All very well,42985,42991.57767
a36150969fe6bd09ed011dd78aeb0189,ef1b29b591d31d57c0d7337460dd83c9,1,,"Delivery was slow, I hated the service and I will NEVER buy again. baratheon when they sold it themselves was much better!",42676,42677.50306
2c303fb6b2f9c16f324f7deb88e736fe,d9fb85f3f3239e18e331c9f622d6998b,5,,Very good product,43320,43321.22757
43992f6d75ecc01ddd8c748b9362bc81,55b5a2fb966c36bed46f082ad6062914,1,,my product did not arrive... according to the tracking it is stopped in RibeirÃ£o Preto sp...,43182,43182.97329
8b4c14417bccab81710772ecb8b23fd6,62a575a2a9f2c005b7ec7ff7dd76d5ee,1,,Product failed the first time of use.,43315,43316.81434
3528296df9092b7a7b88bd036e3f8a8e,dae4fcb62b78ccf2ff3ac4d49113a8f5,5,product show,"I highly recommend a quality, professional product",43295,43298.60317
252b934455d29ca8cc070504686ecc52,4806c15e687faabdb46ca2643cfcfa6e,1,,So far I haven't received the product.,43173,43173.37497
b736ff4204044e49e39062584d06fa74,993da8482e658ec7f1d0c6d955604936,1,,The store advertises one product and delivers another.,43336,43339.22277
c7475b2c4448321756b6136327f1394e,e11c61aa2d539f826865ea728496f6d4,5,I highly recommend,very good and fast when I saw it it had already arrived,43335,43336.77954
44cdb9cb9c9f8d6bcea59e0b61b8df6a,1a2cff485ae2a17b68b6ccefb1ecdf93,5,,The product arrived very well,43082,43085.81485
927eaaaaeebc8579c91927f2d0b40049,c835e0746829dbae8bb92fb818ba654d,5,,excellent,43016,43017.58845
65b934c20d632fc2df0fd4723464fa78,824d9780d0313771024a0c70fe9dd9a7,3,They made a mistake on the speaker,"Even though it was delivered quickly, they replaced the METEORO box with the BORNE box. When I tried to complain to Lannister, the system was down. The guitar and accessories were correct.",43263,43263.94188
af9e54a155c1248534f1fa60179c6393,afb1e1ccaac288ec1ab9754e2e36cdaf,5,,Very satisfied,43074,43075.02675
ea12cd666e65ef6cfc48e7ddd8596833,93a157bd42d5aee115dbfbca895d9998,4,,congratulations to the store and reseller even though it took a while,43001,43002.9069
8023f946d9b261cb0ecb604703427917,f23c71439ab24ac853522e783dd7dec2,5,Great buy,"Delivered on time, and with a good validity period.",43225,43226.01988
4faa35770cc4dbf5f2725bcebdd1bdc6,60c6581ec5ed9187370902a251501b8c,5,,"The towel set is beautiful, prettier than in the photo, I loved it.",43118,43118.75569
c239d18d7e310e477d5e7b76b362db1d,80a2b0dcabefef6a83477204433b2482,1,,product was delivered with one of the handles having problems (1 fixing pin is missing),43170,43172.88691
b3df5ccdfff218d039dd166e3da759f5,33fb6b947580ee29bd0c6babed6049c1,2,,The order was delivered on 02/14 and the tracking indicated that the product had already been delivered on that date but in reality it was not delivered. The product was only delivered on 02/28.,43160,43163.90625
c11da18223114c483b887b9914045f79,468c2f34312a6d270a20c7aef082041c,2,,PLUS SHIPPING IS VERY EXPENSIVE. THE PRODUCT TAKES ALMOST 30 BUSINESS DAYS TO ARRIVE AT YOUR HOME,42893,42895.25878
6f885e2fd69412264d9e74e805175d53,108e1d5b7a25ff07b49e500b1c7ae4b0,1,,"I received it very quickly, but another product arrived, and not what I ordered, the model was different, the color, it came with a cover that doesn't have a zipper, in short, I don't recommend it.",42908,42909.81616
b83ba2a97932a8a661f5bf8eac7642bd,f464bdc3b17c2085e54b66d8e5ae1695,5,,I've always bought from Stark and I'm satisfied.,42886,42887.58098
a6c58307ee35180cf0dc1d39466db359,796b04ac2c7b508683f6010238b991f1,5,,"I made the purchase by table and thank God everything worked out, I'm very grateful, you can trust me.",43092,43098.95567
f7eb8792e67d53e01a224bfa9b6802b2,a0f2f8b0523207a13f02225bc812ed23,1,Horrible,"They canceled my purchase the day before delivery, I called Lannister and the attendants didn't know what was happening, it was a mess, now I'm waiting to see if I will be charged",43317,43317.39439
4940d39efaa50e020312724f6a6e5efa,1a1ef8dc595adbce0e5d75d806d69286,5,I highly recommend,quality product and delivery efficiency. I received it much earlier than agreed. I recommend,43259,43259.86633
7bd303edd3865abe8addb98d2a2e6577,d66d818e0e5486b4382bdaad63390b53,5,Very good.,"Good product arrived on time, arrived in 8 days, congratulations.",43313,43313.78649
11caa17c5966423a2f73ded6a13ad638,15a31c39dee81bc534abff1f9b5ec6c2,5,,"Everything ok, Baratheon is always responsible with his deliveries.",42942,42943.3865
4dd68a0dee5ede8a445f797c46bca436,ac706ac9421036e88d5b2c96b058aba6,1,,"The finish that was in the photo was beautiful, what it arrived at was an ugly synthetic with a completely smudged finish, terrible, I didn't like it",42921,42927.43063
f55ac350831de6694d569e9c0176dacd,92cd4be4e992be4ab03304531ce6c5f9,1,,And very disorganized I bought three products but they didn't come on the day SertÃµes came separately and on a separate date,43131,43132.09168
2b4a570df87cd63b232272dd9dcac0cf,da532e87f26c130e0b3184bdd837982b,5,,A,43004,43005.37123
3fb929ba2924ff0a47858efb007ceee1,df8e5e994bcc820fcf403f9a875201e6,5,excellent,fast delivery,43319,43320.50377
d0c2b9d96c387604a96ae43e7126cf9b,e7bf6c078fcd0eac3b977d498537e2b3,4,,it was good,42871,42895.84786
58b27f28e98acdaec89d736d8ed79dd5,e0ffd1287f544946a6a6a2dca083e37f,5,,Right merchandise delivered within the agreed time. Grateful,43155,43155.62395
96ee030286f50f61c6d199bdfaa5573d,7920529b8621a433718e66c72a763bdc,1,,", too bad !",43068,43068.8949
6280ca6a9e8c3a56b668ec8c5396caaf,534a0fbe91a806a1dc6bf09b497e3d6f,1,,It was longer than expected.,43140,43145.17626
968989a3b5192c9b9436fe7546acaca4,6d7195bd775441e75af3f52c8c73031f,3,,"When purchasing the kit, I understood that I would receive 2 bottles of 60 capsules (each) and not 2 bottles with 60 capsules in total. I'm just not going to return it because I need the product.",43189,43190.50714
dc92cf357f5eb4d61b6a95fed53d17e1,c277dea251cfd74bf121060769a7135a,5,,Delivery well before the perfect deadline!!,43326,43327.721
382d855ffdd4f5e66594dbfb1566e96f,f506fd1443d94ad16f25a94426fb8805,5,10,"Every time I buy more I am satisfied, congratulations on your honesty with your customers ðŸ‘ðŸ‘ðŸ‘ðŸ‘?",43254,43255.02661
06aa3111724159bb69b8568181ec05c4,8458ad0c5a4b19319109dc629ac03c8f,5,,Very fast delivery and good shopping with you,43028,43031.87117
3db041dd46e9935752c691a2093799c2,51eaae3287e04efba45a51f52098fc88,1,,Product I do not recommend not reading on any device,43217,43218.07616
9ad64902b6c9bfad48bbe4d17e4dcb4b,ecdc847ed73d804147eb009dec3a0a0c,4,,"Super fast delivery, congratulations!",42868,42869.60965
6aba6ff5d6b3f6762a2ad9a9f1fbdfcf,bfaea68f958681ec9d22aa2114b45721,4,I recommend,Everything fast and efficient.,43324,43326.53438
8f9aa50ee40780ba3f79614530a34ebe,729c445f5f350f88d5c9a3911d6e9bc0,5,Very good,Wonderful cream and super fast delivery,43230,43230.68145
f3f77d01a24ce4da52b6f7e83e71498d,a5a83c95ed669b7ba0ddce1d761c191f,1,,"Trying to cancel the product since before the invoice was issued. I wasn't notified that it was in the mail, I didn't receive any response about the cancellation and I can't return it.",43160,43161.53847
2fe0ca8fe19ae1ab68408a1235bbd054,1b82cfd1e6a6d682ee254b2ff4cf387f,4,,"Arrived today
no comments",43190,43193.88325
b396ba75350276a6cc1993b6627dceea,43050a51a257b17d51295e07650cb654,1,Regrettable...,"Goodnight

It's regrettable, this store I've made so many purchases and today doesn't even give me the satisfaction of a watch worth 50.00 reais... a defective product and until now it hasn't given me a response",43335,43342.12684
610a49f3e897c9295111d0a8c0d6e65b,f1eb378be592a06b8c3c6006b7d7102e,5,,Very good! What I expected!,43074,43076.84189
f3401a1de0c152923ba58cf7b7d2b84a,a848ecb46fe108b35dd5bd7bf4fdddca,2,Bad quality!,"The protective cover is not exactly what I expected, it leaves something to be desired in terms of material and quality.",43239,43240.54681
ef9ef383ff6625e8e118db388ad3420d,67274e3826cb110f3d0cb45f33c2275e,3,Dissatisfied,On the website the product appears to have better quality of material and finish.,43287,43290.79692
5d6f9cddc8335878d8bf20c3bd4602e8,38fc895ea0a2aa253a46a6fdbb65aaf5,5,highly recommend,"I received my product correctly and on time, checking the box everything is correct, but I haven't assembled it yet. Beautiful product, perfect color, we love it.
HIGHLY RECOMMEND.",43322,43323.54116
f4d74b17cd63ee35efa82cd2567de911,f269e83a82f64baa3de97c2ebf3358f6,3,,"The packaging left a lot to be desired, the product was almost damaged, the box was all crushed.",43112,43113.78206
3a336941a21a96535c9b70e3d28be499,b630c986ea5c14749196132407a05589,5,EXCELLENT PRODUCT,Congratulations. Product delivered well ahead of schedule. Met my needs.,43285,43285.93362
d31fe8f01470eff5b2a3668c9a328913,323ebc5450e01beac5ad45e926ecf923,5,,I recommend.,42863,42863.72861
f677a419ee4910ae12bf8cb73dc0d332,7368e14d8b9e7b886e433697b89e937c,3,,Cables and manual were missing,43158,43161.01694
2e21bb397364fa799a4a1609fd2e6e3b,9d7f2c9f33008498700ffdc3162878fb,5,,"Great, arrived well ahead of schedule.",42979,42982.86588
670e12015ba4dca0bc1d220aaf5c19f9,988551bc1edc4b81a7e98af061a60228,5,,"Delivered on time, very good product.",43022,43025.57672
7cae6dc895e8f5238f2300e103742ce2,68993f27a34bd02e3b2c2ebb5c41b9ec,2,,"The product was packaged only with brown paper over the packaging and sent by post. Of course, the packaging arrived crushed and only God knows if the product is working or not, I haven't tested it yet.",42816,42816.89999
5e5ae81fbed794a34c7b44744b168a5f,fb1d2527c581c02fc24ea10dd0a0a012,5,,I think they should send it by Sedex instead of pac,42942,42943.0086
af41ee42a3e2dc767023449fda6c12fa,762955db358210db24103ff9ce1ddda7,1,,"Last time I buy because today it will be 1 month since I made the purchase and nothing, and if it takes longer to deliver I will be looking for my rights against the Lannister and Targaryen stores.",43180,43180.64781
d28138dcbee5d50ca9dddb812d21ce85,134bf8fea9ec1583380780902cf0dc7c,5,,Beautiful... The only thing missing was instructions for changing bracelets.,43177,43177.7051
cc4e1115d5c84efa5976f12404569949,c81d1d3f8deeded6af5d352021b5a188,5,,"Product exactly as described.
It arrived well ahead of schedule!",43194,43194.89638
07b48dbc11677f5021dbefcaba550ed2,0527142b56f235b4936a8573f33b020b,5,,"The product arrived well before the stipulated deadline, I loved the service! I highly recommend",42942,42943.95542
4f2d420b33665f546c373953c8dfb5fd,523824180b3b651c5d233b761bdd7597,1,,"I didn't like the product, poor quality material.",43016,43049.68366
bfd1c687738141ef5861a1a1269ca855,409e065598ea4a9dba359d894ab0cab9,1,,"Of the two products purchased, only one was delivered!",43110,43111.49616
6724babb3b9952660bc345b5f5a4db07,c09eea5faf2f865d54fac5b97b961a75,1,,"I don't buy from Lannister anymore. Whether you're a Lannister partner or not, I'll never use this Targaryen again. When I read that it's from this company, I'll run away. Absurd. Almost a month to deliver. Extra.com ok",43140,43141.0449
c5efc0219f2949a8f81d5e8b39b9ca0c,1cbcc355e275e5143ab1dbf260ca14f1,3,,I received the product correctly,42817,42817.91895
830cc72c5691e78c2cde500865e21e65,6ce409ae9fc35c1c78c3190b660a23b4,5,,"I received the product within the stated deadline, I haven't used it yet.",43183,43186.51734
8a310b56e4d05a7786d23986a1a49ae9,c5a47daec61dfde191baca4e5c10668f,4,I recommend,"The order arrived earlier than expected, very good.",43228,43230.72172
d44b85fda6987ad606e1b7c62dd481e4,87ecc025e6e05e1bd65706f6d689856c,4,,product delivered as advertised.,42983,42984.52163
5c1ba09de5c746017d406bd2cfefeca3,327eb42fa668b532239f44713415a37a,3,not delivering the product,You only receive 1 piece of the product! I need the remaining 2 pieces!,43216,43216.56721
